# instance_type, electricity_consumption_kwh, embodied_emissions_gco2eq, embodied_adp_gSbeq
r6idn.12xlarge, 0.10277786000000001, 19.0, 0.0015999999999999999
r6idn.16xlarge, 0.13611122, 26.0, 0.0022
r6idn.24xlarge, 0.20555572000000003, 39.0, 0.0033
r6idn.2xlarge, 0.016944458000000003, 3.2, 2.7E-4
r6idn.32xlarge, 0.277778, 52.0, 0.0044
r6idn.4xlarge, 0.03333336, 6.5, 5.5E-4
r6idn.8xlarge, 0.0694445, 13.0, 0.0011
r6idn.large, 0.00416667, 0.8, 6.9E-5
r6idn.metal, 0.277778, 52.0, 0.0044
r6idn.xlarge, 0.008611118000000001, 1.6, 1.4000000000000001E-4
r6id.xlarge, 0.008611118000000001, 1.6, 1.4000000000000001E-4
r6i.large, 0.00416667, 0.71, 6.5E-5
r6i.metal, 0.277778, 45.0, 0.0042
r6in.12xlarge, 0.10277786000000001, 17.0, 0.0015999999999999999
r6in.16xlarge, 0.13611122, 23.0, 0.0021
r6in.24xlarge, 0.20555572000000003, 34.0, 0.0031
r6in.2xlarge, 0.016944458000000003, 2.8, 2.6E-4
r6in.32xlarge, 0.277778, 45.0, 0.0042
r6in.4xlarge, 0.03333336, 5.7, 5.2E-4
r6in.8xlarge, 0.0694445, 11.0, 0.00105
r6in.large, 0.00416667, 0.71, 6.5E-5
r6in.metal, 0.277778, 45.0, 0.0042
r6in.xlarge, 0.008611118000000001, 1.4, 1.3099999999999999E-4
r6i.xlarge, 0.008611118000000001, 1.4, 1.3099999999999999E-4
r7a.12xlarge, 0.07777784000000001, 16.0, 0.0013
r7a.16xlarge, 0.10555564, 22.0, 0.0017000000000000001
r7a.24xlarge, 0.15833346, 32.0, 0.0026
r7a.2xlarge, 0.013055566000000001, 2.7, 2.2E-4
r7a.32xlarge, 0.21111128, 43.0, 0.0035
r7a.48xlarge, 0.30555580000000004, 65.0, 0.0052
r7a.4xlarge, 0.02638891, 5.4, 4.3E-4
r7a.8xlarge, 0.05277782, 11.0, 8.7E-4
r7a.large, 0.0033333360000000005, 0.67, 5.4E-5
r7a.medium, 0.0016388902000000001, 0.34, 2.7E-5
r7a.metal-48xl, 0.30555580000000004, 65.0, 0.0052
r7a.xlarge, 0.006666672000000001, 1.3, 1.08E-4
r7g.12xlarge, 0.08611118000000001, 20.0, 0.0021
r7g.16xlarge, 0.11388898, 26.0, 0.0028
r7g.2xlarge, 0.014444456000000001, 3.3, 3.5E-4
r7g.4xlarge, 0.028611134, 6.5, 7.0E-4
r7g.8xlarge, 0.058333380000000004, 13.0, 0.0014
r7gd.12xlarge, 0.08611118000000001, 22.0, 0.0022
r7gd.16xlarge, 0.11388898, 29.0, 0.0029000000000000002
r7gd.2xlarge, 0.014444456000000001, 3.7, 3.5999999999999997E-4
r7gd.4xlarge, 0.028611134, 7.3, 7.199999999999999E-4
r7gd.8xlarge, 0.058333380000000004, 15.0, 0.0014
r7gd.large, 0.0036111140000000003, 0.9, 9.099999999999999E-5
r7gd.medium, 0.0017777792000000002, 0.46, 4.4999999999999996E-5
r7gd.xlarge, 0.007222228000000001, 1.8, 1.7999999999999998E-4
r7g.large, 0.0036111140000000003, 0.82, 8.7E-5
r7g.medium, 0.0017777792000000002, 0.41, 4.4E-5
r7g.metal, 0.11388898, 26.0, 0.0028
r7g.xlarge, 0.007222228000000001, 1.6, 1.6999999999999999E-4
r7iz.12xlarge, 0.11388898, 17.0, 0.0015999999999999999
r7iz.16xlarge, 0.15000012000000001, 23.0, 0.0021
r7iz.2xlarge, 0.018888904, 2.9, 2.6E-4
r7iz.32xlarge, 0.30555580000000004, 46.0, 0.0042
r7iz.4xlarge, 0.03888892000000001, 5.8, 5.2E-4
r7iz.8xlarge, 0.07500006000000001, 12.0, 0.00105
r7iz.large, 0.004722226, 0.73, 6.5E-5
r7iz.xlarge, 0.009444452, 1.5, 1.3099999999999999E-4
r8g.12xlarge, 0.08055562000000001, 17.0, 0.0015
r8g.16xlarge, 0.10833342000000001, 23.0, 0.0019
r8g.24xlarge, 0.16388902, 34.0, 0.0029000000000000002
r8g.2xlarge, 0.013611122000000002, 2.9, 2.3999999999999998E-4
r8g.4xlarge, 0.027222244000000003, 5.7, 4.9E-4
r8g.8xlarge, 0.05555560000000001, 11.0, 9.7E-4
r8g.large, 0.0033333360000000005, 0.7200000000000001, 6.1000000000000005E-5
r8g.medium, 0.0016944458000000002, 0.36000000000000004, 2.9999999999999997E-5
r8g.metal-24xl, 0.16388902, 34.0, 0.0029000000000000002
r8g.xlarge, 0.006944450000000001, 1.4, 1.1999999999999999E-4
ra3.16xlarge, 0.10555564, 22.0, 0.0029000000000000002
ra3.4xlarge, 0.027777800000000005, 5.5, 7.3E-4
t1.micro, 0.002222224, 0.27999999999999997, 7.3E-5
t2.2xlarge, 0.012222232, 2.3, 3.9999999999999996E-4
t2.large, 0.003055558, 0.58, 9.999999999999999E-5
t2.medium, 0.00277778, 0.4, 8.0E-5
t2.medium.elasticsearch, 0.00277778, 0.4, 8.0E-5
t2.micro, 0.0012222232000000002, 0.15, 3.5000000000000004E-5
t2.micro.elasticsearch, 0.0012222232000000002, 0.15, 3.5000000000000004E-5
t2.nano, 0.0012222232000000002, 0.15, 3.5000000000000004E-5
t2.small, 0.0013333344, 0.2, 4.0E-5
t2.small.elasticsearch, 0.0013333344, 0.2, 4.0E-5
t2.xlarge, 0.006111116, 1.2, 1.9999999999999998E-4
t3.2xlarge, 0.014444456000000001, 1.8, 2.3999999999999998E-4
t3a.2xlarge, 0.010277786, 1.7, 1.9999999999999998E-4
t3a.large, 0.002500002, 0.42000000000000004, 4.9999999999999996E-5
t3a.medium, 0.0021388906000000003, 0.27, 4.2E-5
t3a.micro, 0.0018333348, 0.16, 3.6E-5
t3a.nano, 0.0018333348, 0.16, 3.6E-5
t3a.small, 0.0019444460000000003, 0.2, 3.8E-5
t3a.xlarge, 0.005000004, 0.8400000000000001, 9.9E-5
t3.large, 0.0036111140000000003, 0.46, 6.1000000000000005E-5
t3.medium, 0.003055558, 0.31, 5.3E-5
t3.medium.elasticsearch, 0.003055558, 0.31, 5.3E-5
t3.micro, 0.00277778, 0.2, 4.7E-5
t3.nano, 0.00277778, 0.2, 4.7E-5
t3.small, 0.003055558, 0.24000000000000002, 4.9000000000000005E-5
t3.small.elasticsearch, 0.003055558, 0.24000000000000002, 4.9000000000000005E-5
t3.xlarge, 0.007222228000000001, 0.91, 1.2200000000000001E-4
t4g.2xlarge, 0.008611118000000001, 2.1, 2.9E-4
t4g.large, 0.0021388906000000003, 0.5199999999999999, 7.2E-5
t4g.medium, 0.0017222236000000001, 0.38, 6.400000000000001E-5
t4g.micro, 0.00138889, 0.27, 5.8E-5
t4g.nano, 0.00138889, 0.27, 5.8E-5
t4g.small, 0.0015000012000000002, 0.3, 5.9999999999999995E-5
t4g.xlarge, 0.00416667, 1.0, 1.4000000000000001E-4
trn1.2xlarge, 0.013611122000000002, 2.1, 2.1E-4
trn1.32xlarge, 0.21944462000000003, 33.0, 0.0034000000000000002
trn1n.32xlarge, 0.21944462000000003, 33.0, 0.0034000000000000002
u-12tb1.112xlarge, 1.666668, 430.0, 0.018000000000000002
u-12tb1.metal, 1.666668, 430.0, 0.018000000000000002
u-18tb1.112xlarge, 2.3055574000000005, 640.0, 0.025
u-18tb1.metal, 2.3055574000000005, 640.0, 0.025
u-24tb1.112xlarge, 2.9444468, 800.0, 0.031
u-24tb1.metal, 2.9444468, 800.0, 0.031
u-3tb1.56xlarge, 0.5000004, 110.0, 0.0056
u-6tb1.112xlarge, 1.0000008, 220.0, 0.011
u-6tb1.56xlarge, 0.833334, 210.0, 0.0089
u-6tb1.metal, 1.0000008, 220.0, 0.011
u-9tb1.112xlarge, 1.3333344, 320.0, 0.015000000000000001
u-9tb1.metal, 1.3333344, 320.0, 0.015000000000000001
vt1.24xlarge, 0.13611122, 15.0, 0.0026
vt1.3xlarge, 0.016944458000000003, 1.9, 3.2E-4
vt1.6xlarge, 0.03333336, 3.8, 6.4E-4
x1.16xlarge, 0.17500014000000003, 41.0, 0.0033
x1.32xlarge, 0.3611114, 80.0, 0.0066
x1e.16xlarge, 0.277778, 70.0, 0.0042
x1e.2xlarge, 0.03472225, 9.0, 5.3E-4
x1e.32xlarge, 0.555556, 150.0, 0.0085
x1e.4xlarge, 0.0694445, 19.0, 0.00106
x1e.8xlarge, 0.138889, 37.0, 0.0021
x1e.xlarge, 0.017500014, 4.6, 2.6E-4
x2gd.12xlarge, 0.11111120000000002, 35.0, 0.0025
x2gd.16xlarge, 0.15000012000000001, 47.0, 0.0034000000000000002
x2gd.2xlarge, 0.018611126000000002, 5.8, 4.2E-4
x2gd.4xlarge, 0.037222252000000004, 12.0, 8.500000000000001E-4
x2gd.8xlarge, 0.07500006000000001, 23.0, 0.0017000000000000001
x2gd.large, 0.004722226, 1.5, 1.06E-4
x2gd.medium, 0.0023333352000000003, 0.73, 5.3E-5
x2gd.metal, 0.15000012000000001, 47.0, 0.0034000000000000002
x2gd.xlarge, 0.009444452, 2.9, 2.1E-4
x2idn.16xlarge, 0.19166682000000002, 43.0, 0.0031999999999999997
x2idn.24xlarge, 0.28611134000000005, 65.0, 0.0047
x2idn.32xlarge, 0.3888892, 90.0, 0.0063
x2idn.metal, 0.3888892, 90.0, 0.0063
x2iedn.16xlarge, 0.29722246, 80.0, 0.0052
x2iedn.24xlarge, 0.4444448000000001, 120.0, 0.0078
x2iedn.2xlarge, 0.037222252000000004, 10.0, 6.5E-4
x2iedn.32xlarge, 0.5833338000000001, 160.0, 0.0103
x2iedn.4xlarge, 0.07500006000000001, 20.0, 0.00129
x2iedn.8xlarge, 0.15000012000000001, 40.0, 0.0026
x2iedn.metal, 0.5833338000000001, 160.0, 0.0103
x2iedn.xlarge, 0.018611126000000002, 5.0, 3.2E-4
x2iezn.12xlarge, 0.29444468, 64.0, 0.0052
x2iezn.2xlarge, 0.05000004, 11.0, 8.7E-4
x2iezn.4xlarge, 0.0972223, 21.0, 0.0017000000000000001
x2iezn.6xlarge, 0.14722234, 32.0, 0.0026
x2iezn.8xlarge, 0.19722238, 43.0, 0.0035
x2iezn.metal, 0.29444468, 64.0, 0.0052
x8g.12xlarge, 0.12222232000000001, 30.0, 0.0018
x8g.16xlarge, 0.16388902, 40.0, 0.0024
x8g.24xlarge, 0.24444464000000002, 60.0, 0.0037
x8g.2xlarge, 0.020277794000000002, 5.0, 3.0E-4
x8g.4xlarge, 0.0416667, 10.0, 6.1E-4
x8g.8xlarge, 0.08055562000000001, 20.0, 0.0012
x8g.large, 0.005000004, 1.3, 7.6E-5
x8g.medium, 0.0025555576, 0.63, 3.8E-5
x8g.metal-24xl, 0.24444464000000002, 60.0, 0.0037
x8g.xlarge, 0.010277786, 2.5, 1.5E-4
z1d.12xlarge, 0.17222236000000002, 23.0, 0.003
z1d.2xlarge, 0.027777800000000005, 3.9, 5.0E-4
z1d.3xlarge, 0.04444448, 5.8, 7.5E-4
z1d.6xlarge, 0.08611118000000001, 12.0, 0.0015
z1d.large, 0.007222228000000001, 1.0, 1.25E-4
z1d.metal, 0.17222236000000002, 23.0, 0.003
z1d.xlarge, 0.014444456000000001, 1.9, 2.5E-4
